Calendar Year,Region,Market Area,Country,Machine Line code,Machine Line,Size Class Flag,Brand Owner code,Brand Owner ,Brand,Brand Nationality,Source,FID
2024,Region Latin America,MA Hispanic,Chile,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,9
2024,Region Latin America,MA Hispanic,Chile,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,21
2024,Region Latin America,MA Hispanic,Chile,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,49
2024,Region Asia,MA Asia East,Taiwan,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,4
2024,Region Asia,MA Asia East,Taiwan,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,5
2024,Region Asia,MA Asia West,Cambodia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,6
2024,Region Asia,MA Asia West,Indonesia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,40
2024,Region Asia,MA Asia West,Indonesia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,12
2024,Region Asia,MA Asia West,Indonesia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,18
2024,Region Asia,MA Asia West,Indonesia,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,2
2024,Region Asia,MA Asia West,Myanmar,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,5
2024,Region Asia,MA Asia West,Thailand,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,9
2024,Region Asia,MA Asia West,Thailand,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,3
2024,Region Asia,MA Asia West,Timor-Leste,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,3
2024,Region Asia,MA Asia West,Viet Nam,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Asia,MA Asia West,Viet Nam,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region Asia,MA Korea,South Korea,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,5
2024,Region Asia,MA Korea,South Korea,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,10
2024,Region China,MA China,China,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,117
2024,Region China,MA China,China,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,171
2024,Region China,MA China,China,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,7
2024,Region China,MA China,China,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,34
2024,Region China,MA China,China,410,Backhoe Loaders,Backhoe Loaders,VCE,Volvo CE,SDLG,China,SAL,27
2024,Region Europe,"MA ASC EU, IL & Balkan",Austria,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region Europe,"MA ASC EU, IL & Balkan",Portugal,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Europe,"MA ASC EU, IL & Balkan",Portugal,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region Europe,"MA ASC EU, IL & Balkan",Spain,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Europe,"MA ASC EU, IL & Balkan",Spain,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,2
2024,Region Europe,MA France,France,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,34
2024,Region Europe,MA France,France,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,15
2024,Region Europe,MA SMT EU & Pat O'Donnell,Ireland,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,3
2024,Region Europe,MA SMT EU & Pat O'Donnell,Ireland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region Europe,MA SMT EU & Pat O'Donnell,Netherlands,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,11
2024,Region Europe,MA SMT EU & Pat O'Donnell,Netherlands,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region Europe,MA SMT EU & Pat O'Donnell,United Kingdom,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,4
2024,Region Europe,MA SMT EU & Pat O'Donnell,United Kingdom,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,7
2024,Region Europe,MA Swecon & Robert Aebi,Germany,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region Europe,MA Swecon & Robert Aebi,Germany,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,11
2024,Region Europe,MA Swecon & Robert Aebi,Sweden,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,14
2024,Region Europe,MA Swecon & Robert Aebi,Sweden,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,8
2024,Region Europe,MA Swecon & Robert Aebi,Switzerland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,7
2024,Region Europe,MA Volvo EU Owned Dealers,Denmark,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region Europe,MA Volvo EU Owned Dealers,Finland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,4
2024,Region Europe,MA Volvo EU Owned Dealers,Italy,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,9
2024,Region Europe,MA Volvo EU Owned Dealers,Italy,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,4
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,21
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region Latin America,MA Hispanic,Colombia,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,SDLG,China,SAL,15
2024,Region Latin America,MA Hispanic,Colombia,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,16
2024,Region Latin America,MA Hispanic,Colombia,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Latin America,MA Hispanic,Colombia,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,43
2024,Region Latin America,MA Hispanic,Colombia,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,15
2024,Region India,MA India,India,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,42
2024,Region India,MA India,India,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,348
2024,Region India,MA India,India,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,19
2024,Region International,MA East,Oman,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,23
2024,Region International,MA East,Oman,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,12
2024,Region International,MA East,Oman,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,8
2024,Region International,MA East,Oman,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region International,MA East,Qatar,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region International,MA East,Saudi Arabia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,11
2024,Region International,MA East,Saudi Arabia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region International,MA East,Saudi Arabia,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,3
2024,Region International,MA East,Saudi Arabia,410,Backhoe Loaders,Backhoe Loaders,VCE,Volvo CE,SDLG,China,SAL,6
2024,Region International,MA East,UAE,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,8
2024,Region International,MA East,UAE,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,7
2024,Region International,MA East,UAE,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,3
2024,Region International,MA East,UAE,410,Backhoe Loaders,Backhoe Loaders,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region International,MA Oceania,Australia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,17
2024,Region Latin America,MA Argentina,Argentina,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,8
2024,Region Latin America,MA Argentina,Argentina,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,5
2024,Region Latin America,MA Hispanic,Costa Rica,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,5
2024,Region Latin America,MA Hispanic,Costa Rica,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Latin America,MA Hispanic,Costa Rica,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,7
2024,Region Latin America,MA Hispanic,Costa Rica,320,GPE Wheel Excavators,>11T,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Costa Rica,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Costa Rica,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,3
2024,Region Latin America,MA Hispanic,Costa Rica,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,5
2024,Region Latin America,MA Brazil,Brazil,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,7
2024,Region Latin America,MA Brazil,Brazil,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,15
2024,Region Latin America,MA Hispanic,Chile,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Latin America,MA Hispanic,Ecuador,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,15
2024,Region Latin America,MA Hispanic,Ecuador,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,SDLG,China,SAL,9
2024,Region Latin America,MA Hispanic,Ecuador,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,30
2024,Region Latin America,MA Hispanic,Ecuador,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,4
2024,Region Latin America,MA Hispanic,Ecuador,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Latin America,MA Hispanic,Ecuador,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Colombia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,4
2024,Region Latin America,MA Hispanic,Guatemala,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,4
2024,Region Latin America,MA Hispanic,Guatemala,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Hispanic,Guatemala,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Latin America,MA Hispanic,Guatemala,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Costa Rica,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Hispanic,Mexico,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,SDLG,China,SAL,3
2024,Region Latin America,MA Hispanic,Mexico,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,60
2024,Region Latin America,MA Hispanic,Mexico,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,13
2024,Region Latin America,MA Hispanic,Mexico,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Mexico,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,45
2024,Region Latin America,MA Hispanic,Mexico,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,12
2024,Region Latin America,MA Hispanic,Costa Rica,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Latin America,MA Hispanic,Ecuador,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Latin America,MA Hispanic,Guatemala,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Nicaragua,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Hispanic,Nicaragua,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,13
2024,Region Latin America,MA Hispanic,Mexico,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,9
2024,Region Latin America,MA Hispanic,Panama,300,Compact Excavators,Midi,VCE,Volvo CE,SDLG,China,SAL,3
2024,Region Latin America,MA Hispanic,Panama,300,Compact Excavators,Mini,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Hispanic,Panama,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,3
2024,Region Latin America,MA Hispanic,Panama,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,SDLG,China,SAL,3
2024,Region Latin America,MA Hispanic,Panama,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,14
2024,Region Latin America,MA Hispanic,Panama,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Latin America,MA Hispanic,Panama,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,3
2024,Region Latin America,MA Hispanic,Mexico,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Latin America,MA Hispanic,Nicaragua,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Panama,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Hispanic,Paraguay,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,8
2024,Region Latin America,MA Hispanic,Paraguay,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,31
2024,Region Latin America,MA Hispanic,Paraguay,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Latin America,MA Hispanic,Panama,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Latin America,MA Hispanic,Paraguay,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Hispanic,Uruguay,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,9
2024,Region Latin America,MA Hispanic,Uruguay,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Uruguay,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,5
2024,Region Latin America,MA Hispanic,Uruguay,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,4
2024,Region Latin America,MA Hispanic,Uruguay,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Peru,Peru,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Latin America,MA Peru,Peru,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Peru,Peru,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,65
2024,Region Latin America,MA Peru,Peru,320,GPE Wheel Excavators,>11T,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Peru,Peru,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,18
2024,Region Latin America,MA Peru,Peru,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,63
2024,Region Latin America,MA Peru,Peru,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Latin America,MA Peru,Peru,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region North America,MA Canada,Canada,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,29
2024,Region North America,MA United States,United States,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,630
2024,Region North America,MA Canada,Canada,300,Compact Excavators,Midi,VCE,Volvo CE,Volvo,Sweden,SAL,20
2024,Region North America,MA Canada,Canada,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,45
2024,Region North America,MA Canada,Canada,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,183
2024,Region North America,MA Canada,Canada,320,GPE Wheel Excavators,>11T,VCE,Volvo CE,Volvo,Sweden,SAL,15
2024,Region North America,MA Canada,Canada,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Rokbak,United Kingdom,SAL,14
2024,Region North America,MA Canada,Canada,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,120
2024,Region North America,MA Canada,Canada,350,Compact Wheel Loaders,<7,VCE,Volvo CE,Volvo,Sweden,SAL,10
2024,Region North America,MA Canada,Canada,350,Compact Wheel Loaders,10<12,VCE,Volvo CE,Volvo,Sweden,SAL,8
2024,Region North America,MA Canada,Canada,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,5
2024,Region North America,MA Canada,Canada,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,37
2024,Region North America,MA Canada,Canada,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,18
2024,Region North America,MA Canada,Canada,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,224
2024,Region North America,MA United States,United States,300,Compact Excavators,Midi,VCE,Volvo CE,Volvo,Sweden,SAL,208
2024,Region North America,MA United States,United States,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,491
2024,Region North America,MA United States,United States,310,GPE Crawler Excavators,>10T,VCE,Volvo CE,Volvo,Sweden,SAL,"1,527"
2024,Region North America,MA United States,United States,320,GPE Wheel Excavators,>11T,VCE,Volvo CE,Volvo,Sweden,SAL,106
2024,Region North America,MA United States,United States,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Rokbak,United Kingdom,SAL,142
2024,Region North America,MA United States,United States,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,"1,228"
2024,Region North America,MA United States,United States,340,Rigid Haulers,Rigid Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region North America,MA United States,United States,350,Compact Wheel Loaders,<7,VCE,Volvo CE,Volvo,Sweden,SAL,77
2024,Region North America,MA United States,United States,350,Compact Wheel Loaders,10<12,VCE,Volvo CE,Volvo,Sweden,SAL,57
2024,Region North America,MA United States,United States,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,18
2024,Region North America,MA United States,United States,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,161
2024,Region North America,MA United States,United States,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,15
2024,Region North America,MA United States,United States,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,"1,975"
